data
0.983439058
1
0.984569957
0.905462136
0.980480341
1
0.967432207
0.950345145
0.99754657
1
0.972790419
0.951405098
1
0.986750012
0.950660342
0.933097768
1
0.994424838
0.980365848
0.953806632
0.995251018
1
0.96962877
0.978188586
1
1
0.951678971
0.938922988
0.995042412
1
0.971790679
0.922641163
0.973937744
1
0.997479874
0.956949509
0.977947826
1
1
1
0.975517543
1
0.999201175
0.909588793
0.953558832
1
0.966815161
0.968906329
1
0.971060266
0.980497614
0.9983136
0.982743154
0.966461904
0.98698951
0.969261504
0.945052852
1
0.969403841
0.970667169
0.966949595
0.978896141
0.992351235
0.97499175
1
0.957789228
0.988152922
0.989530918
1
0.97855241
0.93412338
0.99558181
0.948026176
1
0.958747099
0.977323531
0.990609451
1
0.97611401
0.930719461
0.97342931
0.975717701
0.913297167
0.943721801
0.973940136
0.976072388
0.946996466
0.942100372
0.937727294
0.979607461
0.922076422
0.952922229
0.981193446
0.965669963
1
0.956143641
0.97733737
0.966490796
1
0.965732011
1
0.97999097
0.981834157
0.974027201
0.979212443
1
0.928208238
0.942046353
1
0.93731926
0.9511914
0.987391774
0.999171646
1
0.940280173
0.996603579
1
0.970033607
0.973492892
0.89795492
1
0.984465744
0.913333489
0.998283736
1
1
0.974273742
0.940563186
0.962081627
0.978193444
0.949039638
1
0.951469846
0.982060374
1
0.979479877
1
0.939311833
0.97599644
0.970340746
1
0.986696029
0.979883695
0.994794403
1
1
0.993971916
1
0.978575605
1
1
0.971305349
0.975426905
0.982690442
0.985354713
0.966764034
0.962566721
0.971309338
0.988560006
0.93960694
0.96935534
0.957810075
0.970426851
0.969956479
0.947798352
0.966026876
0.956528818
0.95939561
0.950737203
1
0.958954068
0.964809316
0.959069534
0.9841529
0.970227545
0.964631965
0.969906647
0.946471101
0.94199636
1
0.970864244
0.945069298
0.982189078
0.97432183
0.958925481
0.996010843
0.990349066
0.964494103
0.979111713
0.970173922
0.96622249
0.958891697
0.971280614
0.985849971
0.97859513
0.989238298
0.933401143
1
1
1
0.975672215
0.986393926
0.943182094
0.981067733
0.985305181
1
0.979889176
1
0.965553738
0.992345506
1
0.992916951
0.99914662
0.980540985
0.980837067
0.94295103
0.955134811
0.998278066
1
1
0.970641927
1
0.931202052
0.968165923
0.995639605
0.967729393
0.988105195
0.990941804
0.97012795
0.949131008
0.991283998
0.980275025
0.962835879
0.972768061
0.95684041
0.990669581
0.998343964
1
0.975213521
0.958820651
0.973504316
0.993019698
0.958751054
0.97484616
0.979069324
0.97815952
0.929750442
0.972301535
0.993814733
0.960029432
0.986332414
0.962298205
1
0.993171188
0.964670081
1
0.993075975
0.959074056
1
0.988900313
0.984741238
0.962668371
0.957728191
0.979180499
0.979079398
0.916289912
0.961252221
0.995686676
0.947078306
0.940683982
0.992109125
0.987671928
1
0.97623629
0.995446015
0.960207529
0.955464899
0.973039937
1
0.948846785
1
0.98374445
1
0.984391679
0.976303545
0.975618459
1
0.975021756
0.992442396
1
0.98734804
1
1
0.946401188
1
0.969519149
0.988272974
0.983677783
1
0.990208048
0.912743371
0.961836325
0.996403948
0.979180872
1
0.990077028
0.987298036
0.96883933
0.979714609
0.978091179
1
1
0.996555001
0.976651215
1
0.981745197
0.988438321
1
1
1
0.979660443
0.957384137
1
0.927596627
0.985938176
0.999150743
1
1
0.971733802
0.985613277
1
1
0.955359702
0.977368459
1
0.981140825
1
0.990231773
1
0.970235225
0.998279057
1
0.904195352
0.974266935
0.977112839
0.971913982
0.991749361
1
0.945289889
1
0.990556484
1
0.982584042
0.976743637
0.995692015
0.973481835
0.983141707
0.985606008
0.986421131
0.979049346
0.978533226
0.977892552
0.964022722
0.974097847
0.940190921
0.994362149
0.986512702
0.950382405
0.968153816
1
0.981674581
0.974885166
0.975533808
0.952306868
0.946434991
0.975956233
0.963043948
1
1
0.956579509
0.976720648
0.96062242
0.981717552
0.954681701
0.972291652
0.953843962
0.987839454
0.915789227
0.97864172
0.942258157
0.961125244
0.942158859
0.958973735
0.977971955
0.923446952
1
1
0.97172838
0.982391995
1
0.992108312
0.971631206
0.991938655
0.937694099
0.996514088
0.954602834
0.93161842
0.959719037
0.957775111
0.976266545
0.982182628
1
0.981341121
0.986689337
0.960483619
0.968467823
0.990161286
0.97190267
0.993790181
0.974194458
0.981504197
0.995790796
0.971462966
0.957167917
0.988356131
0.986546774
0.973693029
0.993891484
0.983353293
0.958805802
0.985078682
0.973153871
0.972743854
0.968953296
0.986094604
0.905820465
1
0.970072163
0.988446882
0.986623785
0.951858595
0.940924513
0.984811487
0.973070911
0.990502067
1
0.970494846
0.984350101
1
0.984728048
0.993618141
0.943036308
1
0.996712391
0.948901072
0.975029234
1
0.959616537
0.955892471
1
0.979406154
1
0.978881868
1
0.980843095
0.977092555
0.990458969
0.994010992
0.954717261
0.960893719
0.971879953
0.94775551
0.986903001
1
0.97609032
0.96518867
0.99283418
0.972010053
0.995793535
0.990083802
1
0.975688509
1
0.982444343
1
0.960990727
0.985085739
0.994924094
0.912791656
0.962177261
0.967276227
0.948449516
1
0.968270756
0.952567869
0.913433673
0.975100713
0.999153491
0.915912
0.988328665
0.982649767
0.991261671
0.988534878
0.982931382
1
0.985839808
0.977598229
0.97219777
0.980248358
0.95681479
1
0.998280754
1
0.982115668
0.979288775
0.982723625
0.960053988
0.988071663
0.923438837
0.969980244
0.975762027
0.948528167
0.973401837
0.992340207
0.951091747
0.955645265
1
1
0.973135132
0.974951603
0.982569659
0.971698584
0.936380308
0.970015296
0.974093024
0.97226711
1
0.904921651
0.99197886
1
0.986594245
0.97435728
0.994435238
1
0.982027919
0.918017662
0.953135485
0.95050883
0.947121309
0.957284567
0.981455064
0.985841869
1
0.964825918
0.912209656
0.982283158
1
1
0.910908593
0.955694553
0.990149113
1
0.946502241
0.953623059
1
1
0.96720726
